	feature
998	ENSMUSG00000015522
999	ENSMUSG00000015536
1000	ENSMUSG00000015542
1001	ENSMUSG00000015568
1002	ENSMUSG00000015575
1003	ENSMUSG00000015597
1004	ENSMUSG00000015605
1005	ENSMUSG00000015647
1006	ENSMUSG00000015653
1007	ENSMUSG00000015656
1008	ENSMUSG00000015659
1009	ENSMUSG00000015668
1010	ENSMUSG00000015671
1011	ENSMUSG00000015672
1012	ENSMUSG00000015697
1013	ENSMUSG00000015709
1014	ENSMUSG00000015711
1015	ENSMUSG00000015714
1016	ENSMUSG00000015733
1017	ENSMUSG00000015745
1018	ENSMUSG00000015747
1019	ENSMUSG00000015748
1020	ENSMUSG00000015749
1021	ENSMUSG00000015750
1022	ENSMUSG00000015755
1023	ENSMUSG00000015757
1024	ENSMUSG00000015759
1025	ENSMUSG00000015766
1026	ENSMUSG00000015776
1027	ENSMUSG00000015790
1028	ENSMUSG00000015804
1029	ENSMUSG00000015806
1030	ENSMUSG00000015837
1031	ENSMUSG00000015839
1032	ENSMUSG00000015843
1033	ENSMUSG00000015846
1034	ENSMUSG00000015869
1035	ENSMUSG00000015880
1036	ENSMUSG00000015882
1037	ENSMUSG00000015889
1038	ENSMUSG00000015932
1039	ENSMUSG00000015937
1040	ENSMUSG00000015942
1041	ENSMUSG00000015943
1042	ENSMUSG00000015944
1043	ENSMUSG00000015961
1044	ENSMUSG00000015971
1045	ENSMUSG00000015994
1046	ENSMUSG00000016018
1047	ENSMUSG00000016028
1048	ENSMUSG00000016181
1049	ENSMUSG00000016200
1050	ENSMUSG00000016252
1051	ENSMUSG00000016253
1052	ENSMUSG00000016256
1053	ENSMUSG00000016257
1054	ENSMUSG00000016308
1055	ENSMUSG00000016319
1056	ENSMUSG00000016344
1057	ENSMUSG00000016382
1058	ENSMUSG00000016386
1059	ENSMUSG00000016409
1060	ENSMUSG00000016427
1061	ENSMUSG00000016477
1062	ENSMUSG00000016481
1063	ENSMUSG00000016487
1064	ENSMUSG00000016495
1065	ENSMUSG00000016503
1066	ENSMUSG00000016510
1067	ENSMUSG00000016520
1068	ENSMUSG00000016526
1069	ENSMUSG00000016528
1070	ENSMUSG00000016534
1071	ENSMUSG00000016541
1072	ENSMUSG00000016552
1073	ENSMUSG00000016554
1074	ENSMUSG00000016559
1075	ENSMUSG00000016619
1076	ENSMUSG00000016637
1077	ENSMUSG00000016664
1078	ENSMUSG00000016757
1079	ENSMUSG00000016831
1080	ENSMUSG00000016833
1081	ENSMUSG00000016918
1082	ENSMUSG00000016921
1083	ENSMUSG00000016933
1084	ENSMUSG00000016946
1085	ENSMUSG00000016984
1086	ENSMUSG00000017009
1087	ENSMUSG00000017119
1088	ENSMUSG00000017144
1089	ENSMUSG00000017146
1090	ENSMUSG00000017176
1091	ENSMUSG00000017188
1092	ENSMUSG00000017210
1093	ENSMUSG00000017221
1094	ENSMUSG00000017264
1095	ENSMUSG00000017286
1096	ENSMUSG00000017288
1097	ENSMUSG00000017291
1098	ENSMUSG00000017299
1099	ENSMUSG00000017307
1100	ENSMUSG00000017376
1101	ENSMUSG00000017386
1102	ENSMUSG00000017404
1103	ENSMUSG00000017405
1104	ENSMUSG00000017418
1105	ENSMUSG00000017421
1106	ENSMUSG00000017428
1107	ENSMUSG00000017453
1108	ENSMUSG00000017478
1109	ENSMUSG00000017485
1110	ENSMUSG00000017493
1111	ENSMUSG00000017499
1112	ENSMUSG00000017548
1113	ENSMUSG00000017550
1114	ENSMUSG00000017561
1115	ENSMUSG00000017615
1116	ENSMUSG00000017631
1117	ENSMUSG00000017639
1118	ENSMUSG00000017664
1119	ENSMUSG00000017667
1120	ENSMUSG00000017670
1121	ENSMUSG00000017677
1122	ENSMUSG00000017679
1123	ENSMUSG00000017686
1124	ENSMUSG00000017697
1125	ENSMUSG00000017707
1126	ENSMUSG00000017715
1127	ENSMUSG00000017716
1128	ENSMUSG00000017721
1129	ENSMUSG00000017723
1130	ENSMUSG00000017724
1131	ENSMUSG00000017747
1132	ENSMUSG00000017756
1133	ENSMUSG00000017760
1134	ENSMUSG00000017764
1135	ENSMUSG00000017765
1136	ENSMUSG00000017774
1137	ENSMUSG00000017776
1138	ENSMUSG00000017778
1139	ENSMUSG00000017781
1140	ENSMUSG00000017801
1141	ENSMUSG00000017802
1142	ENSMUSG00000017831
1143	ENSMUSG00000017837
1144	ENSMUSG00000017843
1145	ENSMUSG00000017858
1146	ENSMUSG00000017861
1147	ENSMUSG00000017929
1148	ENSMUSG00000017943
1149	ENSMUSG00000017969
1150	ENSMUSG00000017999
1151	ENSMUSG00000018001
1152	ENSMUSG00000018012
1153	ENSMUSG00000018040
1154	ENSMUSG00000018042
1155	ENSMUSG00000018068
1156	ENSMUSG00000018076
1157	ENSMUSG00000018102
1158	ENSMUSG00000018160
1159	ENSMUSG00000018166
1160	ENSMUSG00000018167
1161	ENSMUSG00000018171
1162	ENSMUSG00000018189
1163	ENSMUSG00000018196
1164	ENSMUSG00000018199
1165	ENSMUSG00000018209
1166	ENSMUSG00000018239
1167	ENSMUSG00000018286
1168	ENSMUSG00000018287
1169	ENSMUSG00000018293
1170	ENSMUSG00000018322
1171	ENSMUSG00000018326
1172	ENSMUSG00000018339
1173	ENSMUSG00000018340
1174	ENSMUSG00000018347
1175	ENSMUSG00000018362
1176	ENSMUSG00000018363
1177	ENSMUSG00000018372
1178	ENSMUSG00000018377
1179	ENSMUSG00000018379
1180	ENSMUSG00000018395
1181	ENSMUSG00000018398
1182	ENSMUSG00000018401
1183	ENSMUSG00000018405
1184	ENSMUSG00000018412
1185	ENSMUSG00000018415
1186	ENSMUSG00000018417
1187	ENSMUSG00000018425
1188	ENSMUSG00000018428
1189	ENSMUSG00000018433
1190	ENSMUSG00000018442
1191	ENSMUSG00000018446
1192	ENSMUSG00000018449
1193	ENSMUSG00000018474
1194	ENSMUSG00000018476
1195	ENSMUSG00000018481
1196	ENSMUSG00000018501
1197	ENSMUSG00000018509
1198	ENSMUSG00000018537
1199	ENSMUSG00000018541
1200	ENSMUSG00000018547
1201	ENSMUSG00000018548
1202	ENSMUSG00000018559
1203	ENSMUSG00000018565
1204	ENSMUSG00000018567
1205	ENSMUSG00000018569
1206	ENSMUSG00000018572
1207	ENSMUSG00000018574
1208	ENSMUSG00000018583
1209	ENSMUSG00000018585
1210	ENSMUSG00000018593
1211	ENSMUSG00000018599
1212	ENSMUSG00000018604
1213	ENSMUSG00000018651
1214	ENSMUSG00000018659
1215	ENSMUSG00000018661
1216	ENSMUSG00000018666
1217	ENSMUSG00000018669
1218	ENSMUSG00000018677
1219	ENSMUSG00000018678
1220	ENSMUSG00000018697
1221	ENSMUSG00000018698
1222	ENSMUSG00000018707
1223	ENSMUSG00000018733
1224	ENSMUSG00000018736
1225	ENSMUSG00000018761
1226	ENSMUSG00000018765
1227	ENSMUSG00000018770
1228	ENSMUSG00000018796
1229	ENSMUSG00000018809
1230	ENSMUSG00000018820
1231	ENSMUSG00000018821
1232	ENSMUSG00000018841
1233	ENSMUSG00000018846
1234	ENSMUSG00000018848
1235	ENSMUSG00000018849
1236	ENSMUSG00000018858
1237	ENSMUSG00000018861
1238	ENSMUSG00000018865
1239	ENSMUSG00000018882
1240	ENSMUSG00000018899
1241	ENSMUSG00000018906
1242	ENSMUSG00000018909
1243	ENSMUSG00000018921
1244	ENSMUSG00000018923
1245	ENSMUSG00000018931
1246	ENSMUSG00000018932
1247	ENSMUSG00000018965
1248	ENSMUSG00000018974
1249	ENSMUSG00000018995
1250	ENSMUSG00000018999
1251	ENSMUSG00000019039
1252	ENSMUSG00000019054
1253	ENSMUSG00000019055
1254	ENSMUSG00000019080
1255	ENSMUSG00000019082
1256	ENSMUSG00000019087
1257	ENSMUSG00000019139
1258	ENSMUSG00000019143
1259	ENSMUSG00000019158
1260	ENSMUSG00000019173
1261	ENSMUSG00000019179
1262	ENSMUSG00000019188
1263	ENSMUSG00000019189
1264	ENSMUSG00000019210
1265	ENSMUSG00000019214
1266	ENSMUSG00000019235
1267	ENSMUSG00000019254
1268	ENSMUSG00000019261
1269	ENSMUSG00000019295
1270	ENSMUSG00000019297
1271	ENSMUSG00000019302
1272	ENSMUSG00000019303
1273	ENSMUSG00000019312
1274	ENSMUSG00000019338
1275	ENSMUSG00000019368
1276	ENSMUSG00000019370
1277	ENSMUSG00000019373
1278	ENSMUSG00000019428
1279	ENSMUSG00000019432
1280	ENSMUSG00000019433
1281	ENSMUSG00000019437
1282	ENSMUSG00000019461
1283	ENSMUSG00000019467
1284	ENSMUSG00000019470
1285	ENSMUSG00000019471
1286	ENSMUSG00000019478
1287	ENSMUSG00000019487
1288	ENSMUSG00000019494
1289	ENSMUSG00000019505
1290	ENSMUSG00000019518
1291	ENSMUSG00000019528
1292	ENSMUSG00000019539
1293	ENSMUSG00000019558
1294	ENSMUSG00000019564
1295	ENSMUSG00000019578
1296	ENSMUSG00000019579
1297	ENSMUSG00000019590
1298	ENSMUSG00000019647
1299	ENSMUSG00000019659
1300	ENSMUSG00000019689
1301	ENSMUSG00000019699
1302	ENSMUSG00000019710
1303	ENSMUSG00000019715
1304	ENSMUSG00000019731
1305	ENSMUSG00000019734
1306	ENSMUSG00000019737
1307	ENSMUSG00000019738
1308	ENSMUSG00000019761
1309	ENSMUSG00000019763
1310	ENSMUSG00000019773
1311	ENSMUSG00000019774
1312	ENSMUSG00000019775
1313	ENSMUSG00000019777
1314	ENSMUSG00000019782
1315	ENSMUSG00000019790
1316	ENSMUSG00000019791
1317	ENSMUSG00000019792
1318	ENSMUSG00000019794
1319	ENSMUSG00000019795
1320	ENSMUSG00000019796
1321	ENSMUSG00000019802
1322	ENSMUSG00000019804
1323	ENSMUSG00000019806
1324	ENSMUSG00000019808
1325	ENSMUSG00000019809
1326	ENSMUSG00000019810
1327	ENSMUSG00000019813
1328	ENSMUSG00000019814
1329	ENSMUSG00000019818
1330	ENSMUSG00000019820
1331	ENSMUSG00000019822
1332	ENSMUSG00000019823
1333	ENSMUSG00000019826
1334	ENSMUSG00000019831
1335	ENSMUSG00000019837
1336	ENSMUSG00000019838
1337	ENSMUSG00000019841
1338	ENSMUSG00000019842
1339	ENSMUSG00000019843
1340	ENSMUSG00000019845
1341	ENSMUSG00000019849
1342	ENSMUSG00000019851
1343	ENSMUSG00000019853
1344	ENSMUSG00000019854
1345	ENSMUSG00000019857
1346	ENSMUSG00000019861
1347	ENSMUSG00000019863
1348	ENSMUSG00000019864
1349	ENSMUSG00000019868
1350	ENSMUSG00000019873
1351	ENSMUSG00000019877
1352	ENSMUSG00000019878
1353	ENSMUSG00000019880
1354	ENSMUSG00000019883
1355	ENSMUSG00000019889
1356	ENSMUSG00000019891
1357	ENSMUSG00000019897
1358	ENSMUSG00000019907
1359	ENSMUSG00000019916
1360	ENSMUSG00000019917
1361	ENSMUSG00000019920
1362	ENSMUSG00000019923
1363	ENSMUSG00000019927
1364	ENSMUSG00000019929
1365	ENSMUSG00000019942
1366	ENSMUSG00000019943
1367	ENSMUSG00000019947
1368	ENSMUSG00000019948
1369	ENSMUSG00000019951
1370	ENSMUSG00000019952
1371	ENSMUSG00000019960
1372	ENSMUSG00000019961
1373	ENSMUSG00000019966
1374	ENSMUSG00000019969
1375	ENSMUSG00000019970
1376	ENSMUSG00000019971
1377	ENSMUSG00000019975
1378	ENSMUSG00000019977
1379	ENSMUSG00000019978
1380	ENSMUSG00000019979
1381	ENSMUSG00000019982
1382	ENSMUSG00000019984
1383	ENSMUSG00000019986
1384	ENSMUSG00000019988
1385	ENSMUSG00000019989
1386	ENSMUSG00000019992
1387	ENSMUSG00000019996
1388	ENSMUSG00000019997
1389	ENSMUSG00000019998
1390	ENSMUSG00000020003
1391	ENSMUSG00000020009
1392	ENSMUSG00000020015
1393	ENSMUSG00000020018
1394	ENSMUSG00000020020
1395	ENSMUSG00000020021
1396	ENSMUSG00000020022
1397	ENSMUSG00000020023
1398	ENSMUSG00000020024
1399	ENSMUSG00000020027
1400	ENSMUSG00000020029
1401	ENSMUSG00000020038
1402	ENSMUSG00000020044
1403	ENSMUSG00000020048
1404	ENSMUSG00000020056
1405	ENSMUSG00000020059
1406	ENSMUSG00000020063
1407	ENSMUSG00000020064
1408	ENSMUSG00000020069
1409	ENSMUSG00000020070
1410	ENSMUSG00000020074
1411	ENSMUSG00000020075
1412	ENSMUSG00000020076
1413	ENSMUSG00000020077
1414	ENSMUSG00000020078
1415	ENSMUSG00000020079
1416	ENSMUSG00000020086
1417	ENSMUSG00000020087
1418	ENSMUSG00000020088
1419	ENSMUSG00000020089
1420	ENSMUSG00000020091
1421	ENSMUSG00000020092
1422	ENSMUSG00000020097
1423	ENSMUSG00000020098
1424	ENSMUSG00000020099
1425	ENSMUSG00000020100
1426	ENSMUSG00000020105
1427	ENSMUSG00000020107
1428	ENSMUSG00000020108
1429	ENSMUSG00000020109
1430	ENSMUSG00000020111
1431	ENSMUSG00000020114
1432	ENSMUSG00000020115
1433	ENSMUSG00000020116
1434	ENSMUSG00000020121
1435	ENSMUSG00000020124
1436	ENSMUSG00000020128
1437	ENSMUSG00000020130
1438	ENSMUSG00000020132
1439	ENSMUSG00000020134
1440	ENSMUSG00000020137
1441	ENSMUSG00000020142
1442	ENSMUSG00000020149
1443	ENSMUSG00000020152
1444	ENSMUSG00000020153
1445	ENSMUSG00000020156
1446	ENSMUSG00000020163
1447	ENSMUSG00000020166
1448	ENSMUSG00000020167
1449	ENSMUSG00000020170
1450	ENSMUSG00000020171
1451	ENSMUSG00000020176
1452	ENSMUSG00000020180
1453	ENSMUSG00000020182
1454	ENSMUSG00000020183
1455	ENSMUSG00000020184
1456	ENSMUSG00000020185
1457	ENSMUSG00000020186
1458	ENSMUSG00000020189
1459	ENSMUSG00000020190
1460	ENSMUSG00000020196
1461	ENSMUSG00000020198
1462	ENSMUSG00000020205
1463	ENSMUSG00000020211
1464	ENSMUSG00000020212
1465	ENSMUSG00000020219
1466	ENSMUSG00000020220
1467	ENSMUSG00000020224
1468	ENSMUSG00000020225
1469	ENSMUSG00000020228
1470	ENSMUSG00000020230
1471	ENSMUSG00000020231
1472	ENSMUSG00000020232
1473	ENSMUSG00000020235
1474	ENSMUSG00000020238
1475	ENSMUSG00000020248
1476	ENSMUSG00000020250
1477	ENSMUSG00000020253
1478	ENSMUSG00000020257
1479	ENSMUSG00000020260
1480	ENSMUSG00000020262
1481	ENSMUSG00000020263
1482	ENSMUSG00000020265
1483	ENSMUSG00000020267
1484	ENSMUSG00000020271
1485	ENSMUSG00000020273
1486	ENSMUSG00000020277
1487	ENSMUSG00000020280
1488	ENSMUSG00000020283
1489	ENSMUSG00000020287
1490	ENSMUSG00000020288
1491	ENSMUSG00000020289
1492	ENSMUSG00000020290
1493	ENSMUSG00000020300
1494	ENSMUSG00000020303
1495	ENSMUSG00000020305
1496	ENSMUSG00000020307
1497	ENSMUSG00000020308
1498	ENSMUSG00000020309
1499	ENSMUSG00000020311
1500	ENSMUSG00000020315
1501	ENSMUSG00000020321
1502	ENSMUSG00000020326
1503	ENSMUSG00000020328
1504	ENSMUSG00000020329
1505	ENSMUSG00000020330
1506	ENSMUSG00000020340
1507	ENSMUSG00000020346
1508	ENSMUSG00000020349
1509	ENSMUSG00000020358
1510	ENSMUSG00000020359
1511	ENSMUSG00000020361
1512	ENSMUSG00000020362
1513	ENSMUSG00000020363
1514	ENSMUSG00000020364
1515	ENSMUSG00000020366
1516	ENSMUSG00000020368
1517	ENSMUSG00000020372
1518	ENSMUSG00000020375
1519	ENSMUSG00000020376
1520	ENSMUSG00000020380
1521	ENSMUSG00000020385
1522	ENSMUSG00000020386
1523	ENSMUSG00000020387
1524	ENSMUSG00000020388
1525	ENSMUSG00000020389
1526	ENSMUSG00000020390
1527	ENSMUSG00000020392
1528	ENSMUSG00000020393
1529	ENSMUSG00000020397
1530	ENSMUSG00000020400
1531	ENSMUSG00000020402
1532	ENSMUSG00000020407
1533	ENSMUSG00000020409
1534	ENSMUSG00000020412
1535	ENSMUSG00000020413
1536	ENSMUSG00000020415
1537	ENSMUSG00000020419
1538	ENSMUSG00000020420
1539	ENSMUSG00000020422
1540	ENSMUSG00000020423
1541	ENSMUSG00000020424
1542	ENSMUSG00000020427
1543	ENSMUSG00000020430
1544	ENSMUSG00000020432
1545	ENSMUSG00000020439
1546	ENSMUSG00000020440
1547	ENSMUSG00000020444
1548	ENSMUSG00000020448
1549	ENSMUSG00000020451
1550	ENSMUSG00000020453
1551	ENSMUSG00000020454
1552	ENSMUSG00000020455
1553	ENSMUSG00000020456
1554	ENSMUSG00000020457
1555	ENSMUSG00000020458
1556	ENSMUSG00000020459
1557	ENSMUSG00000020460
1558	ENSMUSG00000020462
1559	ENSMUSG00000020463
1560	ENSMUSG00000020464
1561	ENSMUSG00000020469
1562	ENSMUSG00000020471
1563	ENSMUSG00000020472
1564	ENSMUSG00000020474
1565	ENSMUSG00000020476
1566	ENSMUSG00000020477
1567	ENSMUSG00000020482
1568	ENSMUSG00000020483
1569	ENSMUSG00000020484
1570	ENSMUSG00000020485
1571	ENSMUSG00000020492
1572	ENSMUSG00000020493
1573	ENSMUSG00000020495
1574	ENSMUSG00000020496
1575	ENSMUSG00000020513
1576	ENSMUSG00000020514
1577	ENSMUSG00000020515
1578	ENSMUSG00000020516
1579	ENSMUSG00000020519
1580	ENSMUSG00000020520
1581	ENSMUSG00000020521
1582	ENSMUSG00000020522
1583	ENSMUSG00000020523
1584	ENSMUSG00000020525
1585	ENSMUSG00000020526
1586	ENSMUSG00000020527
1587	ENSMUSG00000020528
1588	ENSMUSG00000020530
1589	ENSMUSG00000020532
1590	ENSMUSG00000020534
1591	ENSMUSG00000020536
1592	ENSMUSG00000020537
1593	ENSMUSG00000020538
1594	ENSMUSG00000020541
1595	ENSMUSG00000020544
1596	ENSMUSG00000020546
1597	ENSMUSG00000020547
1598	ENSMUSG00000020549
1599	ENSMUSG00000020553
1600	ENSMUSG00000020561
1601	ENSMUSG00000020562
1602	ENSMUSG00000020564
1603	ENSMUSG00000020570
1604	ENSMUSG00000020571
1605	ENSMUSG00000020572
1606	ENSMUSG00000020576
1607	ENSMUSG00000020577
1608	ENSMUSG00000020580
1609	ENSMUSG00000020585
1610	ENSMUSG00000020589
1611	ENSMUSG00000020590
1612	ENSMUSG00000020592
1613	ENSMUSG00000020593
1614	ENSMUSG00000020594
1615	ENSMUSG00000020598
1616	ENSMUSG00000020601
1617	ENSMUSG00000020605
1618	ENSMUSG00000020608
1619	ENSMUSG00000020610
1620	ENSMUSG00000020611
1621	ENSMUSG00000020612
1622	ENSMUSG00000020621
1623	ENSMUSG00000020623
1624	ENSMUSG00000020628
1625	ENSMUSG00000020629
1626	ENSMUSG00000020630
1627	ENSMUSG00000020634
1628	ENSMUSG00000020640
1629	ENSMUSG00000020642
1630	ENSMUSG00000020644
1631	ENSMUSG00000020646
1632	ENSMUSG00000020647
1633	ENSMUSG00000020648
1634	ENSMUSG00000020649
1635	ENSMUSG00000020650
1636	ENSMUSG00000020652
1637	ENSMUSG00000020653
1638	ENSMUSG00000020654
1639	ENSMUSG00000020657
1640	ENSMUSG00000020658
1641	ENSMUSG00000020659
1642	ENSMUSG00000020660
1643	ENSMUSG00000020661
1644	ENSMUSG00000020664
1645	ENSMUSG00000020668
1646	ENSMUSG00000020669
1647	ENSMUSG00000020671
1648	ENSMUSG00000020674
1649	ENSMUSG00000020677
1650	ENSMUSG00000020680
1651	ENSMUSG00000020687
1652	ENSMUSG00000020691
1653	ENSMUSG00000020692
1654	ENSMUSG00000020694
1655	ENSMUSG00000020695
1656	ENSMUSG00000020696
1657	ENSMUSG00000020697
1658	ENSMUSG00000020700
1659	ENSMUSG00000020705
1660	ENSMUSG00000020706
1661	ENSMUSG00000020708
1662	ENSMUSG00000020716
1663	ENSMUSG00000020718
1664	ENSMUSG00000020719
1665	ENSMUSG00000020720
1666	ENSMUSG00000020721
1667	ENSMUSG00000020733
1668	ENSMUSG00000020736
1669	ENSMUSG00000020738
1670	ENSMUSG00000020739
1671	ENSMUSG00000020740
1672	ENSMUSG00000020741
1673	ENSMUSG00000020743
1674	ENSMUSG00000020744
1675	ENSMUSG00000020745
1676	ENSMUSG00000020747
1677	ENSMUSG00000020752
1678	ENSMUSG00000020755
1679	ENSMUSG00000020766
1680	ENSMUSG00000020770
1681	ENSMUSG00000020775
1682	ENSMUSG00000020776
1683	ENSMUSG00000020777
1684	ENSMUSG00000020778
1685	ENSMUSG00000020780
1686	ENSMUSG00000020781
1687	ENSMUSG00000020782
1688	ENSMUSG00000020783
1689	ENSMUSG00000020790
1690	ENSMUSG00000020792
1691	ENSMUSG00000020794
1692	ENSMUSG00000020801
1693	ENSMUSG00000020802
1694	ENSMUSG00000020803
1695	ENSMUSG00000020806
1696	ENSMUSG00000020808
1697	ENSMUSG00000020814
1698	ENSMUSG00000020817
1699	ENSMUSG00000020818
1700	ENSMUSG00000020821
1701	ENSMUSG00000020823
1702	ENSMUSG00000020827
1703	ENSMUSG00000020829
1704	ENSMUSG00000020832
1705	ENSMUSG00000020834
1706	ENSMUSG00000020840
1707	ENSMUSG00000020841
1708	ENSMUSG00000020843
1709	ENSMUSG00000020844
1710	ENSMUSG00000020846
1711	ENSMUSG00000020849
1712	ENSMUSG00000020850
1713	ENSMUSG00000020857
1714	ENSMUSG00000020859
1715	ENSMUSG00000020863
1716	ENSMUSG00000020864
1717	ENSMUSG00000020868
1718	ENSMUSG00000020869
1719	ENSMUSG00000020870
1720	ENSMUSG00000020873
1721	ENSMUSG00000020876
1722	ENSMUSG00000020877
1723	ENSMUSG00000020883
1724	ENSMUSG00000020888
1725	ENSMUSG00000020889
1726	ENSMUSG00000020893
1727	ENSMUSG00000020894
1728	ENSMUSG00000020895
1729	ENSMUSG00000020897
1730	ENSMUSG00000020898
1731	ENSMUSG00000020899
1732	ENSMUSG00000020900
1733	ENSMUSG00000020902
1734	ENSMUSG00000020903
1735	ENSMUSG00000020910
1736	ENSMUSG00000020914
1737	ENSMUSG00000020917
1738	ENSMUSG00000020918
1739	ENSMUSG00000020921
1740	ENSMUSG00000020922
1741	ENSMUSG00000020923
1742	ENSMUSG00000020925
1743	ENSMUSG00000020929
1744	ENSMUSG00000020935
1745	ENSMUSG00000020936
1746	ENSMUSG00000020946
1747	ENSMUSG00000020948
1748	ENSMUSG00000020949
1749	ENSMUSG00000020952
1750	ENSMUSG00000020954
1751	ENSMUSG00000020955
1752	ENSMUSG00000020956
1753	ENSMUSG00000020961
1754	ENSMUSG00000020962
1755	ENSMUSG00000020964
1756	ENSMUSG00000020973
1757	ENSMUSG00000020974
1758	ENSMUSG00000020978
1759	ENSMUSG00000020982
1760	ENSMUSG00000020986
1761	ENSMUSG00000020988
1762	ENSMUSG00000020993
1763	ENSMUSG00000020994
1764	ENSMUSG00000021003
1765	ENSMUSG00000021007
1766	ENSMUSG00000021009
1767	ENSMUSG00000021012
1768	ENSMUSG00000021013
1769	ENSMUSG00000021018
1770	ENSMUSG00000021022
1771	ENSMUSG00000021024
1772	ENSMUSG00000021025
1773	ENSMUSG00000021027
1774	ENSMUSG00000021028
1775	ENSMUSG00000021033
1776	ENSMUSG00000021036
1777	ENSMUSG00000021037
1778	ENSMUSG00000021038
1779	ENSMUSG00000021039
1780	ENSMUSG00000021040
1781	ENSMUSG00000021044
1782	ENSMUSG00000021048
1783	ENSMUSG00000021051
1784	ENSMUSG00000021062
1785	ENSMUSG00000021065
1786	ENSMUSG00000021067
1787	ENSMUSG00000021068
1788	ENSMUSG00000021072
1789	ENSMUSG00000021076
1790	ENSMUSG00000021079
1791	ENSMUSG00000021094
1792	ENSMUSG00000021096
1793	ENSMUSG00000021102
1794	ENSMUSG00000021103
1795	ENSMUSG00000021109
1796	ENSMUSG00000021111
1797	ENSMUSG00000021112
1798	ENSMUSG00000021113
1799	ENSMUSG00000021114
1800	ENSMUSG00000021115
1801	ENSMUSG00000021116
1802	ENSMUSG00000021120
1803	ENSMUSG00000021124
1804	ENSMUSG00000021127
1805	ENSMUSG00000021131
1806	ENSMUSG00000021133
1807	ENSMUSG00000021134
1808	ENSMUSG00000021136
1809	ENSMUSG00000021140
1810	ENSMUSG00000021143
1811	ENSMUSG00000021144
1812	ENSMUSG00000021147
1813	ENSMUSG00000021149
1814	ENSMUSG00000021156
1815	ENSMUSG00000021171
1816	ENSMUSG00000021175
1817	ENSMUSG00000021176
1818	ENSMUSG00000021177
1819	ENSMUSG00000021178
1820	ENSMUSG00000021179
1821	ENSMUSG00000021182
1822	ENSMUSG00000021188
1823	ENSMUSG00000021189
1824	ENSMUSG00000021190
1825	ENSMUSG00000021192
1826	ENSMUSG00000021193
1827	ENSMUSG00000021194
1828	ENSMUSG00000021196
1829	ENSMUSG00000021213
1830	ENSMUSG00000021215
1831	ENSMUSG00000021218
1832	ENSMUSG00000021222
1833	ENSMUSG00000021224
1834	ENSMUSG00000021226
1835	ENSMUSG00000021235
1836	ENSMUSG00000021236
1837	ENSMUSG00000021238
1838	ENSMUSG00000021240
1839	ENSMUSG00000021241
1840	ENSMUSG00000021242
1841	ENSMUSG00000021243
1842	ENSMUSG00000021244
1843	ENSMUSG00000021245
1844	ENSMUSG00000021248
1845	ENSMUSG00000021254
1846	ENSMUSG00000021257
1847	ENSMUSG00000021258
1848	ENSMUSG00000021262
1849	ENSMUSG00000021264
1850	ENSMUSG00000021266
1851	ENSMUSG00000021270
1852	ENSMUSG00000021271
1853	ENSMUSG00000021273
1854	ENSMUSG00000021275
1855	ENSMUSG00000021276
1856	ENSMUSG00000021277
1857	ENSMUSG00000021278
1858	ENSMUSG00000021279
1859	ENSMUSG00000021282
1860	ENSMUSG00000021286
1861	ENSMUSG00000021287
1862	ENSMUSG00000021288
1863	ENSMUSG00000021294
1864	ENSMUSG00000021302
1865	ENSMUSG00000021306
1866	ENSMUSG00000021311
1867	ENSMUSG00000021314
1868	ENSMUSG00000021318
1869	ENSMUSG00000021326
1870	ENSMUSG00000021327
1871	ENSMUSG00000021338
1872	ENSMUSG00000021339
1873	ENSMUSG00000021357
1874	ENSMUSG00000021360
1875	ENSMUSG00000021361
1876	ENSMUSG00000021364
1877	ENSMUSG00000021366
1878	ENSMUSG00000021368
1879	ENSMUSG00000021371
1880	ENSMUSG00000021374
1881	ENSMUSG00000021375
1882	ENSMUSG00000021376
1883	ENSMUSG00000021377
1884	ENSMUSG00000021385
1885	ENSMUSG00000021391
1886	ENSMUSG00000021392
1887	ENSMUSG00000021395
1888	ENSMUSG00000021400
1889	ENSMUSG00000021408
1890	ENSMUSG00000021413
1891	ENSMUSG00000021417
1892	ENSMUSG00000021418
1893	ENSMUSG00000021420
1894	ENSMUSG00000021427
1895	ENSMUSG00000021428
1896	ENSMUSG00000021431
1897	ENSMUSG00000021432
1898	ENSMUSG00000021451
1899	ENSMUSG00000021453
1900	ENSMUSG00000021457
1901	ENSMUSG00000021460
1902	ENSMUSG00000021461
1903	ENSMUSG00000021464
1904	ENSMUSG00000021466
1905	ENSMUSG00000021468
1906	ENSMUSG00000021469
1907	ENSMUSG00000021470
1908	ENSMUSG00000021474
1909	ENSMUSG00000021477
1910	ENSMUSG00000021481
1911	ENSMUSG00000021482
1912	ENSMUSG00000021483
1913	ENSMUSG00000021484
1914	ENSMUSG00000021486
1915	ENSMUSG00000021488
1916	ENSMUSG00000021493
1917	ENSMUSG00000021494
1918	ENSMUSG00000021495
1919	ENSMUSG00000021496
1920	ENSMUSG00000021497
