	feature
8314	ENSMUSG00000057177
8315	ENSMUSG00000057193
8316	ENSMUSG00000057229
8317	ENSMUSG00000057230
8318	ENSMUSG00000057236
8319	ENSMUSG00000057278
8320	ENSMUSG00000057286
8321	ENSMUSG00000057322
8322	ENSMUSG00000057335
8323	ENSMUSG00000057342
8324	ENSMUSG00000057363
8325	ENSMUSG00000057367
8326	ENSMUSG00000057375
8327	ENSMUSG00000057388
8328	ENSMUSG00000057406
8329	ENSMUSG00000057409
8330	ENSMUSG00000057411
8331	ENSMUSG00000057421
8332	ENSMUSG00000057440
8333	ENSMUSG00000057469
8334	ENSMUSG00000057497
8335	ENSMUSG00000057506
8336	ENSMUSG00000057522
8337	ENSMUSG00000057530
8338	ENSMUSG00000057531
8339	ENSMUSG00000057541
8340	ENSMUSG00000057551
8341	ENSMUSG00000057561
8342	ENSMUSG00000057572
8343	ENSMUSG00000057594
8344	ENSMUSG00000057614
8345	ENSMUSG00000057637
8346	ENSMUSG00000057649
8347	ENSMUSG00000057666
8348	ENSMUSG00000057667
8349	ENSMUSG00000057691
8350	ENSMUSG00000057706
8351	ENSMUSG00000057738
8352	ENSMUSG00000057788
8353	ENSMUSG00000057789
8354	ENSMUSG00000057835
8355	ENSMUSG00000057836
8356	ENSMUSG00000057841
8357	ENSMUSG00000057858
8358	ENSMUSG00000057863
8359	ENSMUSG00000057894
8360	ENSMUSG00000057895
8361	ENSMUSG00000057963
8362	ENSMUSG00000057982
8363	ENSMUSG00000058006
8364	ENSMUSG00000058013
8365	ENSMUSG00000058056
8366	ENSMUSG00000058070
8367	ENSMUSG00000058076
8368	ENSMUSG00000058093
8369	ENSMUSG00000058126
8370	ENSMUSG00000058135
8371	ENSMUSG00000058147
8372	ENSMUSG00000058173
8373	ENSMUSG00000058186
8374	ENSMUSG00000058192
8375	ENSMUSG00000058230
8376	ENSMUSG00000058239
8377	ENSMUSG00000058240
8378	ENSMUSG00000058254
8379	ENSMUSG00000058258
8380	ENSMUSG00000058267
8381	ENSMUSG00000058290
8382	ENSMUSG00000058291
8383	ENSMUSG00000058297
8384	ENSMUSG00000058298
8385	ENSMUSG00000058301
8386	ENSMUSG00000058317
8387	ENSMUSG00000058318
8388	ENSMUSG00000058325
8389	ENSMUSG00000058328
8390	ENSMUSG00000058331
8391	ENSMUSG00000058351
8392	ENSMUSG00000058355
8393	ENSMUSG00000058385
8394	ENSMUSG00000058388
8395	ENSMUSG00000058392
8396	ENSMUSG00000058402
8397	ENSMUSG00000058407
8398	ENSMUSG00000058440
8399	ENSMUSG00000058444
8400	ENSMUSG00000058446
8401	ENSMUSG00000058454
8402	ENSMUSG00000058486
8403	ENSMUSG00000058503
8404	ENSMUSG00000058546
8405	ENSMUSG00000058550
8406	ENSMUSG00000058558
8407	ENSMUSG00000058569
8408	ENSMUSG00000058571
8409	ENSMUSG00000058587
8410	ENSMUSG00000058594
8411	ENSMUSG00000058600
8412	ENSMUSG00000058638
8413	ENSMUSG00000058655
8414	ENSMUSG00000058672
8415	ENSMUSG00000058690
8416	ENSMUSG00000058704
8417	ENSMUSG00000058709
8418	ENSMUSG00000058729
8419	ENSMUSG00000058748
8420	ENSMUSG00000058756
8421	ENSMUSG00000058761
8422	ENSMUSG00000058793
8423	ENSMUSG00000058799
8424	ENSMUSG00000058806
8425	ENSMUSG00000058835
8426	ENSMUSG00000058881
8427	ENSMUSG00000058886
8428	ENSMUSG00000058900
8429	ENSMUSG00000058966
8430	ENSMUSG00000058979
8431	ENSMUSG00000058997
8432	ENSMUSG00000059005
8433	ENSMUSG00000059040
8434	ENSMUSG00000059060
8435	ENSMUSG00000059070
8436	ENSMUSG00000059119
8437	ENSMUSG00000059142
8438	ENSMUSG00000059182
8439	ENSMUSG00000059183
8440	ENSMUSG00000059208
8441	ENSMUSG00000059248
8442	ENSMUSG00000059263
8443	ENSMUSG00000059273
8444	ENSMUSG00000059278
8445	ENSMUSG00000059288
8446	ENSMUSG00000059291
8447	ENSMUSG00000059316
8448	ENSMUSG00000059323
8449	ENSMUSG00000059325
8450	ENSMUSG00000059326
8451	ENSMUSG00000059327
8452	ENSMUSG00000059334
8453	ENSMUSG00000059343
8454	ENSMUSG00000059355
8455	ENSMUSG00000059363
8456	ENSMUSG00000059409
8457	ENSMUSG00000059423
8458	ENSMUSG00000059436
8459	ENSMUSG00000059439
8460	ENSMUSG00000059447
8461	ENSMUSG00000059456
8462	ENSMUSG00000059474
8463	ENSMUSG00000059475
8464	ENSMUSG00000059486
8465	ENSMUSG00000059493
8466	ENSMUSG00000059495
8467	ENSMUSG00000059518
8468	ENSMUSG00000059534
8469	ENSMUSG00000059552
8470	ENSMUSG00000059554
8471	ENSMUSG00000059586
8472	ENSMUSG00000059669
8473	ENSMUSG00000059674
8474	ENSMUSG00000059689
8475	ENSMUSG00000059708
8476	ENSMUSG00000059714
8477	ENSMUSG00000059734
8478	ENSMUSG00000059743
8479	ENSMUSG00000059772
8480	ENSMUSG00000059791
8481	ENSMUSG00000059796
8482	ENSMUSG00000059810
8483	ENSMUSG00000059811
8484	ENSMUSG00000059834
8485	ENSMUSG00000059839
8486	ENSMUSG00000059851
8487	ENSMUSG00000059878
8488	ENSMUSG00000059890
8489	ENSMUSG00000059895
8490	ENSMUSG00000059897
8491	ENSMUSG00000059923
8492	ENSMUSG00000059975
8493	ENSMUSG00000059981
8494	ENSMUSG00000059991
8495	ENSMUSG00000059995
8496	ENSMUSG00000060002
8497	ENSMUSG00000060012
8498	ENSMUSG00000060032
8499	ENSMUSG00000060036
8500	ENSMUSG00000060038
8501	ENSMUSG00000060073
8502	ENSMUSG00000060090
8503	ENSMUSG00000060093
8504	ENSMUSG00000060098
8505	ENSMUSG00000060121
8506	ENSMUSG00000060126
8507	ENSMUSG00000060147
8508	ENSMUSG00000060152
8509	ENSMUSG00000060166
8510	ENSMUSG00000060181
8511	ENSMUSG00000060206
8512	ENSMUSG00000060216
8513	ENSMUSG00000060227
8514	ENSMUSG00000060240
8515	ENSMUSG00000060261
8516	ENSMUSG00000060279
8517	ENSMUSG00000060288
8518	ENSMUSG00000060314
8519	ENSMUSG00000060317
8520	ENSMUSG00000060336
8521	ENSMUSG00000060373
8522	ENSMUSG00000060376
8523	ENSMUSG00000060427
8524	ENSMUSG00000060429
8525	ENSMUSG00000060441
8526	ENSMUSG00000060450
8527	ENSMUSG00000060461
8528	ENSMUSG00000060475
8529	ENSMUSG00000060499
8530	ENSMUSG00000060510
8531	ENSMUSG00000060519
8532	ENSMUSG00000060538
8533	ENSMUSG00000060548
8534	ENSMUSG00000060550
8535	ENSMUSG00000060572
8536	ENSMUSG00000060591
8537	ENSMUSG00000060600
8538	ENSMUSG00000060601
8539	ENSMUSG00000060636
8540	ENSMUSG00000060639
8541	ENSMUSG00000060657
8542	ENSMUSG00000060671
8543	ENSMUSG00000060675
8544	ENSMUSG00000060678
8545	ENSMUSG00000060679
8546	ENSMUSG00000060681
8547	ENSMUSG00000060703
8548	ENSMUSG00000060708
8549	ENSMUSG00000060733
8550	ENSMUSG00000060739
8551	ENSMUSG00000060743
8552	ENSMUSG00000060771
8553	ENSMUSG00000060791
8554	ENSMUSG00000060798
8555	ENSMUSG00000060802
8556	ENSMUSG00000060803
8557	ENSMUSG00000060860
8558	ENSMUSG00000060862
8559	ENSMUSG00000060904
8560	ENSMUSG00000060923
8561	ENSMUSG00000060935
8562	ENSMUSG00000060938
8563	ENSMUSG00000060950
8564	ENSMUSG00000060961
8565	ENSMUSG00000060981
8566	ENSMUSG00000060992
8567	ENSMUSG00000061024
8568	ENSMUSG00000061028
8569	ENSMUSG00000061032
8570	ENSMUSG00000061046
8571	ENSMUSG00000061048
8572	ENSMUSG00000061079
8573	ENSMUSG00000061099
8574	ENSMUSG00000061104
8575	ENSMUSG00000061111
8576	ENSMUSG00000061118
8577	ENSMUSG00000061119
8578	ENSMUSG00000061130
8579	ENSMUSG00000061132
8580	ENSMUSG00000061136
8581	ENSMUSG00000061143
8582	ENSMUSG00000061175
8583	ENSMUSG00000061186
8584	ENSMUSG00000061207
8585	ENSMUSG00000061232
8586	ENSMUSG00000061244
8587	ENSMUSG00000061273
8588	ENSMUSG00000061286
8589	ENSMUSG00000061288
8590	ENSMUSG00000061306
8591	ENSMUSG00000061313
8592	ENSMUSG00000061315
8593	ENSMUSG00000061353
8594	ENSMUSG00000061360
8595	ENSMUSG00000061371
8596	ENSMUSG00000061374
8597	ENSMUSG00000061393
8598	ENSMUSG00000061410
8599	ENSMUSG00000061411
8600	ENSMUSG00000061436
8601	ENSMUSG00000061455
8602	ENSMUSG00000061458
8603	ENSMUSG00000061461
8604	ENSMUSG00000061474
8605	ENSMUSG00000061477
8606	ENSMUSG00000061479
8607	ENSMUSG00000061482
8608	ENSMUSG00000061518
8609	ENSMUSG00000061524
8610	ENSMUSG00000061533
8611	ENSMUSG00000061536
8612	ENSMUSG00000061544
8613	ENSMUSG00000061559
8614	ENSMUSG00000061589
8615	ENSMUSG00000061607
8616	ENSMUSG00000061613
8617	ENSMUSG00000061615
8618	ENSMUSG00000061650
8619	ENSMUSG00000061665
8620	ENSMUSG00000061666
8621	ENSMUSG00000061689
8622	ENSMUSG00000061731
8623	ENSMUSG00000061751
8624	ENSMUSG00000061755
8625	ENSMUSG00000061758
8626	ENSMUSG00000061759
8627	ENSMUSG00000061778
8628	ENSMUSG00000061787
8629	ENSMUSG00000061808
8630	ENSMUSG00000061838
8631	ENSMUSG00000061859
8632	ENSMUSG00000061887
8633	ENSMUSG00000061898
8634	ENSMUSG00000061904
8635	ENSMUSG00000061950
8636	ENSMUSG00000061979
8637	ENSMUSG00000061981
8638	ENSMUSG00000061983
8639	ENSMUSG00000061991
8640	ENSMUSG00000062006
8641	ENSMUSG00000062012
8642	ENSMUSG00000062014
8643	ENSMUSG00000062031
8644	ENSMUSG00000062040
8645	ENSMUSG00000062054
8646	ENSMUSG00000062070
8647	ENSMUSG00000062075
8648	ENSMUSG00000062077
8649	ENSMUSG00000062078
8650	ENSMUSG00000062098
8651	ENSMUSG00000062101
8652	ENSMUSG00000062110
8653	ENSMUSG00000062115
8654	ENSMUSG00000062116
8655	ENSMUSG00000062127
8656	ENSMUSG00000062169
8657	ENSMUSG00000062170
8658	ENSMUSG00000062175
8659	ENSMUSG00000062184
8660	ENSMUSG00000062190
8661	ENSMUSG00000062202
8662	ENSMUSG00000062203
8663	ENSMUSG00000062210
8664	ENSMUSG00000062232
8665	ENSMUSG00000062234
8666	ENSMUSG00000062248
8667	ENSMUSG00000062270
8668	ENSMUSG00000062300
8669	ENSMUSG00000062309
8670	ENSMUSG00000062312
8671	ENSMUSG00000062327
8672	ENSMUSG00000062328
8673	ENSMUSG00000062352
8674	ENSMUSG00000062373
8675	ENSMUSG00000062376
8676	ENSMUSG00000062380
8677	ENSMUSG00000062393
8678	ENSMUSG00000062397
8679	ENSMUSG00000062421
8680	ENSMUSG00000062480
8681	ENSMUSG00000062510
8682	ENSMUSG00000062580
8683	ENSMUSG00000062590
8684	ENSMUSG00000062591
8685	ENSMUSG00000062604
8686	ENSMUSG00000062627
8687	ENSMUSG00000062646
8688	ENSMUSG00000062647
8689	ENSMUSG00000062661
8690	ENSMUSG00000062683
8691	ENSMUSG00000062687
8692	ENSMUSG00000062691
8693	ENSMUSG00000062727
8694	ENSMUSG00000062729
8695	ENSMUSG00000062761
8696	ENSMUSG00000062762
8697	ENSMUSG00000062785
8698	ENSMUSG00000062794
8699	ENSMUSG00000062797
8700	ENSMUSG00000062825
8701	ENSMUSG00000062866
8702	ENSMUSG00000062867
8703	ENSMUSG00000062901
8704	ENSMUSG00000062906
8705	ENSMUSG00000062908
8706	ENSMUSG00000062929
8707	ENSMUSG00000062931
8708	ENSMUSG00000062937
8709	ENSMUSG00000062949
8710	ENSMUSG00000062963
8711	ENSMUSG00000062981
8712	ENSMUSG00000062991
8713	ENSMUSG00000062997
8714	ENSMUSG00000063015
8715	ENSMUSG00000063019
8716	ENSMUSG00000063021
8717	ENSMUSG00000063047
8718	ENSMUSG00000063049
8719	ENSMUSG00000063052
8720	ENSMUSG00000063065
8721	ENSMUSG00000063077
8722	ENSMUSG00000063108
8723	ENSMUSG00000063145
8724	ENSMUSG00000063172
8725	ENSMUSG00000063179
8726	ENSMUSG00000063200
8727	ENSMUSG00000063229
8728	ENSMUSG00000063253
8729	ENSMUSG00000063273
8730	ENSMUSG00000063275
8731	ENSMUSG00000063281
8732	ENSMUSG00000063316
8733	ENSMUSG00000063317
8734	ENSMUSG00000063334
8735	ENSMUSG00000063354
8736	ENSMUSG00000063358
8737	ENSMUSG00000063362
8738	ENSMUSG00000063382
8739	ENSMUSG00000063406
8740	ENSMUSG00000063410
8741	ENSMUSG00000063439
8742	ENSMUSG00000063445
8743	ENSMUSG00000063450
8744	ENSMUSG00000063457
8745	ENSMUSG00000063480
8746	ENSMUSG00000063511
8747	ENSMUSG00000063524
8748	ENSMUSG00000063531
8749	ENSMUSG00000063550
8750	ENSMUSG00000063564
8751	ENSMUSG00000063576
8752	ENSMUSG00000063605
8753	ENSMUSG00000063632
8754	ENSMUSG00000063646
8755	ENSMUSG00000063652
8756	ENSMUSG00000063659
8757	ENSMUSG00000063663
8758	ENSMUSG00000063694
8759	ENSMUSG00000063760
8760	ENSMUSG00000063785
8761	ENSMUSG00000063787
8762	ENSMUSG00000063800
8763	ENSMUSG00000063801
8764	ENSMUSG00000063802
8765	ENSMUSG00000063804
8766	ENSMUSG00000063808
8767	ENSMUSG00000063810
8768	ENSMUSG00000063838
8769	ENSMUSG00000063849
8770	ENSMUSG00000063856
8771	ENSMUSG00000063870
8772	ENSMUSG00000063882
8773	ENSMUSG00000063884
8774	ENSMUSG00000063888
8775	ENSMUSG00000063889
8776	ENSMUSG00000063894
8777	ENSMUSG00000063895
8778	ENSMUSG00000063904
8779	ENSMUSG00000063931
8780	ENSMUSG00000063952
8781	ENSMUSG00000063953
8782	ENSMUSG00000063954
8783	ENSMUSG00000063972
8784	ENSMUSG00000064023
8785	ENSMUSG00000064030
8786	ENSMUSG00000064037
8787	ENSMUSG00000064061
8788	ENSMUSG00000064068
8789	ENSMUSG00000064090
8790	ENSMUSG00000064105
8791	ENSMUSG00000064120
8792	ENSMUSG00000064125
8793	ENSMUSG00000064127
8794	ENSMUSG00000064128
8795	ENSMUSG00000064138
8796	ENSMUSG00000064145
8797	ENSMUSG00000064168
8798	ENSMUSG00000064179
8799	ENSMUSG00000064181
8800	ENSMUSG00000064194
8801	ENSMUSG00000064210
8802	ENSMUSG00000064220
8803	ENSMUSG00000064247
8804	ENSMUSG00000064254
8805	ENSMUSG00000064264
8806	ENSMUSG00000064267
8807	ENSMUSG00000064284
8808	ENSMUSG00000064288
8809	ENSMUSG00000064289
8810	ENSMUSG00000064302
8811	ENSMUSG00000064326
8812	ENSMUSG00000064373
8813	ENSMUSG00000065954
8814	ENSMUSG00000065979
8815	ENSMUSG00000065990
8816	ENSMUSG00000065999
8817	ENSMUSG00000066000
8818	ENSMUSG00000066036
8819	ENSMUSG00000066037
8820	ENSMUSG00000066042
8821	ENSMUSG00000066043
8822	ENSMUSG00000066148
8823	ENSMUSG00000066149
8824	ENSMUSG00000066150
8825	ENSMUSG00000066151
8826	ENSMUSG00000066152
8827	ENSMUSG00000066232
8828	ENSMUSG00000066233
8829	ENSMUSG00000066258
8830	ENSMUSG00000066278
8831	ENSMUSG00000066306
8832	ENSMUSG00000066324
8833	ENSMUSG00000066357
8834	ENSMUSG00000066406
8835	ENSMUSG00000066415
8836	ENSMUSG00000066440
8837	ENSMUSG00000066441
8838	ENSMUSG00000066442
8839	ENSMUSG00000066456
8840	ENSMUSG00000066551
8841	ENSMUSG00000066568
8842	ENSMUSG00000066595
8843	ENSMUSG00000066613
8844	ENSMUSG00000066621
8845	ENSMUSG00000066632
8846	ENSMUSG00000066637
8847	ENSMUSG00000066640
8848	ENSMUSG00000066643
8849	ENSMUSG00000066652
8850	ENSMUSG00000066705
8851	ENSMUSG00000066735
8852	ENSMUSG00000066798
8853	ENSMUSG00000066829
8854	ENSMUSG00000066838
8855	ENSMUSG00000066839
8856	ENSMUSG00000066877
8857	ENSMUSG00000066880
8858	ENSMUSG00000066892
8859	ENSMUSG00000066894
8860	ENSMUSG00000066900
8861	ENSMUSG00000066979
8862	ENSMUSG00000067071
8863	ENSMUSG00000067148
8864	ENSMUSG00000067150
8865	ENSMUSG00000067194
8866	ENSMUSG00000067199
8867	ENSMUSG00000067215
8868	ENSMUSG00000067274
8869	ENSMUSG00000067288
8870	ENSMUSG00000067336
8871	ENSMUSG00000067365
8872	ENSMUSG00000067367
8873	ENSMUSG00000067377
8874	ENSMUSG00000067430
8875	ENSMUSG00000067567
8876	ENSMUSG00000067629
8877	ENSMUSG00000067713
8878	ENSMUSG00000067768
8879	ENSMUSG00000067786
8880	ENSMUSG00000067787
8881	ENSMUSG00000067818
8882	ENSMUSG00000067825
8883	ENSMUSG00000067847
8884	ENSMUSG00000067851
8885	ENSMUSG00000067860
8886	ENSMUSG00000067873
8887	ENSMUSG00000067878
8888	ENSMUSG00000067889
8889	ENSMUSG00000067916
8890	ENSMUSG00000067924
8891	ENSMUSG00000067925
8892	ENSMUSG00000067928
8893	ENSMUSG00000067931
8894	ENSMUSG00000067942
8895	ENSMUSG00000067995
8896	ENSMUSG00000068015
8897	ENSMUSG00000068036
8898	ENSMUSG00000068039
8899	ENSMUSG00000068040
8900	ENSMUSG00000068101
8901	ENSMUSG00000068114
8902	ENSMUSG00000068115
8903	ENSMUSG00000068130
8904	ENSMUSG00000068134
8905	ENSMUSG00000068184
8906	ENSMUSG00000068205
8907	ENSMUSG00000068206
8908	ENSMUSG00000068220
8909	ENSMUSG00000068250
8910	ENSMUSG00000068264
8911	ENSMUSG00000068267
8912	ENSMUSG00000068270
8913	ENSMUSG00000068284
8914	ENSMUSG00000068290
8915	ENSMUSG00000068323
8916	ENSMUSG00000068328
8917	ENSMUSG00000068329
8918	ENSMUSG00000068391
8919	ENSMUSG00000068394
8920	ENSMUSG00000068417
8921	ENSMUSG00000068457
8922	ENSMUSG00000068479
8923	ENSMUSG00000068523
8924	ENSMUSG00000068547
8925	ENSMUSG00000068551
8926	ENSMUSG00000068566
8927	ENSMUSG00000068580
8928	ENSMUSG00000068663
8929	ENSMUSG00000068686
8930	ENSMUSG00000068699
8931	ENSMUSG00000068732
8932	ENSMUSG00000068735
8933	ENSMUSG00000068739
8934	ENSMUSG00000068740
8935	ENSMUSG00000068742
8936	ENSMUSG00000068744
8937	ENSMUSG00000068747
8938	ENSMUSG00000068749
8939	ENSMUSG00000068762
8940	ENSMUSG00000068798
8941	ENSMUSG00000068823
8942	ENSMUSG00000068856
8943	ENSMUSG00000068876
8944	ENSMUSG00000068882
8945	ENSMUSG00000068917
8946	ENSMUSG00000068921
8947	ENSMUSG00000068922
8948	ENSMUSG00000068923
8949	ENSMUSG00000068966
8950	ENSMUSG00000069020
8951	ENSMUSG00000069045
8952	ENSMUSG00000069049
8953	ENSMUSG00000069089
8954	ENSMUSG00000069094
8955	ENSMUSG00000069114
8956	ENSMUSG00000069135
8957	ENSMUSG00000069170
8958	ENSMUSG00000069206
8959	ENSMUSG00000069208
8960	ENSMUSG00000069237
8961	ENSMUSG00000069255
8962	ENSMUSG00000069265
8963	ENSMUSG00000069266
8964	ENSMUSG00000069267
8965	ENSMUSG00000069268
8966	ENSMUSG00000069270
8967	ENSMUSG00000069272
8968	ENSMUSG00000069273
8969	ENSMUSG00000069300
8970	ENSMUSG00000069301
8971	ENSMUSG00000069302
8972	ENSMUSG00000069303
8973	ENSMUSG00000069305
8974	ENSMUSG00000069306
8975	ENSMUSG00000069307
8976	ENSMUSG00000069309
8977	ENSMUSG00000069310
8978	ENSMUSG00000069495
8979	ENSMUSG00000069520
8980	ENSMUSG00000069539
8981	ENSMUSG00000069565
8982	ENSMUSG00000069601
8983	ENSMUSG00000069631
8984	ENSMUSG00000069662
8985	ENSMUSG00000069678
8986	ENSMUSG00000069727
8987	ENSMUSG00000069729
8988	ENSMUSG00000069743
8989	ENSMUSG00000069744
8990	ENSMUSG00000069763
8991	ENSMUSG00000069769
8992	ENSMUSG00000069793
8993	ENSMUSG00000069806
8994	ENSMUSG00000069808
8995	ENSMUSG00000069844
8996	ENSMUSG00000069895
8997	ENSMUSG00000069910
8998	ENSMUSG00000070002
8999	ENSMUSG00000070003
9000	ENSMUSG00000070047
9001	ENSMUSG00000070056
9002	ENSMUSG00000070283
9003	ENSMUSG00000070284
9004	ENSMUSG00000070319
9005	ENSMUSG00000070327
9006	ENSMUSG00000070348
9007	ENSMUSG00000070371
9008	ENSMUSG00000070372
9009	ENSMUSG00000070394
9010	ENSMUSG00000070407
9011	ENSMUSG00000070426
9012	ENSMUSG00000070436
9013	ENSMUSG00000070462
9014	ENSMUSG00000070493
9015	ENSMUSG00000070509
9016	ENSMUSG00000070520
9017	ENSMUSG00000070544
9018	ENSMUSG00000070565
9019	ENSMUSG00000070576
9020	ENSMUSG00000070583
9021	ENSMUSG00000070605
9022	ENSMUSG00000070643
9023	ENSMUSG00000070697
9024	ENSMUSG00000070699
9025	ENSMUSG00000070705
9026	ENSMUSG00000070708
9027	ENSMUSG00000070709
9028	ENSMUSG00000070730
9029	ENSMUSG00000070732
9030	ENSMUSG00000070733
9031	ENSMUSG00000070738
9032	ENSMUSG00000070780
9033	ENSMUSG00000070808
9034	ENSMUSG00000070822
9035	ENSMUSG00000070871
9036	ENSMUSG00000070883
9037	ENSMUSG00000070923
9038	ENSMUSG00000070934
9039	ENSMUSG00000070939
9040	ENSMUSG00000070953
9041	ENSMUSG00000070972
9042	ENSMUSG00000071014
9043	ENSMUSG00000071037
9044	ENSMUSG00000071042
9045	ENSMUSG00000071054
9046	ENSMUSG00000071072
9047	ENSMUSG00000071074
9048	ENSMUSG00000071076
9049	ENSMUSG00000071078
9050	ENSMUSG00000071172
9051	ENSMUSG00000071180
9052	ENSMUSG00000071226
9053	ENSMUSG00000071235
9054	ENSMUSG00000071253
9055	ENSMUSG00000071256
9056	ENSMUSG00000071266
9057	ENSMUSG00000071267
9058	ENSMUSG00000071281
9059	ENSMUSG00000071291
9060	ENSMUSG00000071337
9061	ENSMUSG00000071350
9062	ENSMUSG00000071359
9063	ENSMUSG00000071369
9064	ENSMUSG00000071379
9065	ENSMUSG00000071415
9066	ENSMUSG00000071451
9067	ENSMUSG00000071454
9068	ENSMUSG00000071477
9069	ENSMUSG00000071478
9070	ENSMUSG00000071516
9071	ENSMUSG00000071528
9072	ENSMUSG00000071533
9073	ENSMUSG00000071547
9074	ENSMUSG00000071551
9075	ENSMUSG00000071644
9076	ENSMUSG00000071645
9077	ENSMUSG00000071646
9078	ENSMUSG00000071647
9079	ENSMUSG00000071649
9080	ENSMUSG00000071650
9081	ENSMUSG00000071652
9082	ENSMUSG00000071654
9083	ENSMUSG00000071655
9084	ENSMUSG00000071657
9085	ENSMUSG00000071658
9086	ENSMUSG00000071659
9087	ENSMUSG00000071660
9088	ENSMUSG00000071662
9089	ENSMUSG00000071708
9090	ENSMUSG00000071711
9091	ENSMUSG00000071723
9092	ENSMUSG00000071855
9093	ENSMUSG00000071856
9094	ENSMUSG00000071866
9095	ENSMUSG00000072082
9096	ENSMUSG00000072235
9097	ENSMUSG00000072244
9098	ENSMUSG00000072258
9099	ENSMUSG00000072419
9100	ENSMUSG00000072501
9101	ENSMUSG00000072568
9102	ENSMUSG00000072582
9103	ENSMUSG00000072640
9104	ENSMUSG00000072704
9105	ENSMUSG00000072770
9106	ENSMUSG00000072772
9107	ENSMUSG00000072774
9108	ENSMUSG00000072825
9109	ENSMUSG00000072872
9110	ENSMUSG00000072875
9111	ENSMUSG00000072889
9112	ENSMUSG00000072944
9113	ENSMUSG00000072946
9114	ENSMUSG00000072949
9115	ENSMUSG00000072955
9116	ENSMUSG00000072964
9117	ENSMUSG00000072966
9118	ENSMUSG00000072969
9119	ENSMUSG00000072980
9120	ENSMUSG00000073079
9121	ENSMUSG00000073096
9122	ENSMUSG00000073125
9123	ENSMUSG00000073131
9124	ENSMUSG00000073139
9125	ENSMUSG00000073176
9126	ENSMUSG00000073207
9127	ENSMUSG00000073293
9128	ENSMUSG00000073295
9129	ENSMUSG00000073411
9130	ENSMUSG00000073422
9131	ENSMUSG00000073423
9132	ENSMUSG00000073433
9133	ENSMUSG00000073434
9134	ENSMUSG00000073460
9135	ENSMUSG00000073468
9136	ENSMUSG00000073471
9137	ENSMUSG00000073481
9138	ENSMUSG00000073542
9139	ENSMUSG00000073563
9140	ENSMUSG00000073609
9141	ENSMUSG00000073616
9142	ENSMUSG00000073639
9143	ENSMUSG00000073643
9144	ENSMUSG00000073664
9145	ENSMUSG00000073676
9146	ENSMUSG00000073678
9147	ENSMUSG00000073684
9148	ENSMUSG00000073700
9149	ENSMUSG00000073702
9150	ENSMUSG00000073705
9151	ENSMUSG00000073725
9152	ENSMUSG00000073771
9153	ENSMUSG00000073775
9154	ENSMUSG00000073792
9155	ENSMUSG00000073838
9156	ENSMUSG00000073888
9157	ENSMUSG00000073889
9158	ENSMUSG00000073910
9159	ENSMUSG00000073982
9160	ENSMUSG00000073987
9161	ENSMUSG00000074030
9162	ENSMUSG00000074088
9163	ENSMUSG00000074093
9164	ENSMUSG00000074102
9165	ENSMUSG00000074129
9166	ENSMUSG00000074158
9167	ENSMUSG00000074165
9168	ENSMUSG00000074170
9169	ENSMUSG00000074182
9170	ENSMUSG00000074211
9171	ENSMUSG00000074212
9172	ENSMUSG00000074218
9173	ENSMUSG00000074221
9174	ENSMUSG00000074227
9175	ENSMUSG00000074238
9176	ENSMUSG00000074247
9177	ENSMUSG00000074305
9178	ENSMUSG00000074358
9179	ENSMUSG00000074403
9180	ENSMUSG00000074405
9181	ENSMUSG00000074476
9182	ENSMUSG00000074480
9183	ENSMUSG00000074513
9184	ENSMUSG00000074519
9185	ENSMUSG00000074576
9186	ENSMUSG00000074582
9187	ENSMUSG00000074637
9188	ENSMUSG00000074656
9189	ENSMUSG00000074682
9190	ENSMUSG00000074698
9191	ENSMUSG00000074731
9192	ENSMUSG00000074733
9193	ENSMUSG00000074746
9194	ENSMUSG00000074748
9195	ENSMUSG00000074749
9196	ENSMUSG00000074781
9197	ENSMUSG00000074794
9198	ENSMUSG00000074797
9199	ENSMUSG00000074802
9200	ENSMUSG00000074825
9201	ENSMUSG00000074867
9202	ENSMUSG00000074884
9203	ENSMUSG00000074886
9204	ENSMUSG00000074890
9205	ENSMUSG00000074909
9206	ENSMUSG00000074916
9207	ENSMUSG00000074918
9208	ENSMUSG00000074922
9209	ENSMUSG00000074925
9210	ENSMUSG00000074994
9211	ENSMUSG00000075000
9212	ENSMUSG00000075012
9213	ENSMUSG00000075040
9214	ENSMUSG00000075054
9215	ENSMUSG00000075227
9216	ENSMUSG00000075229
9217	ENSMUSG00000075232
9218	ENSMUSG00000075254
9219	ENSMUSG00000075266
9220	ENSMUSG00000075271
9221	ENSMUSG00000075304
9222	ENSMUSG00000075324
9223	ENSMUSG00000075327
9224	ENSMUSG00000075376
9225	ENSMUSG00000075415
9226	ENSMUSG00000075419
9227	ENSMUSG00000075467
9228	ENSMUSG00000075470
9229	ENSMUSG00000075486
9230	ENSMUSG00000075502
9231	ENSMUSG00000075528
9232	ENSMUSG00000075592
9233	ENSMUSG00000075595
9234	ENSMUSG00000075600
9235	ENSMUSG00000075700
9236	ENSMUSG00000075701
9237	ENSMUSG00000075702
9238	ENSMUSG00000075703
9239	ENSMUSG00000075704
9240	ENSMUSG00000075705
9241	ENSMUSG00000075706
9242	ENSMUSG00000076431
9243	ENSMUSG00000076432
9244	ENSMUSG00000076437
9245	ENSMUSG00000076441
9246	ENSMUSG00000077450
